auditId,sourceLine,company,country,ownerIndex,investmentFirm,ownershipVehicle,ownerInvestmentYear,topLevelInvestmentYear,exitYear,status,dateBasis,priority,flags,evidenceMilestones,earlierSignals,sourceUrls,proposedYear,evidenceUrl,reviewerNotes
fiberlight__owner-1__morrison,27943,FiberLight,United States,1,Morrison,n.a.,2023,2023,,Active,close,none,,Apr 2023 | Acquisition | The Morrison-led consortium completed the acquisition of FiberLight.,,https://www.fiberlight.com/resources/news/morrison-co-led-investor-group-to-acquire-leading-digital-infrastructure-provider-fiberlight/ | https://morrisonglobal.com/news-insights/morrison-co-led-investor-group-to-acquire-leading-digital-infrastructure-provider-fiberlight/ | https://www.bankstreet.com/transactions/fiberlight-has-entered-into-a-definitive-agreement-to-be-acquired-by-an-investor-group-led-by-morrisonco/ | https://www.fierce-network.com/telecom/new-fiberlight-ceo-talks-future-morrison-deal-done,,,
fillex__owner-1__morrison,27970,Fillex,United States,1,Morrison,Morrison Value Add II SCSp,2026,2026,,Active,announced,none,,Jan 2026 | Expansion | Morrison launched Fillex as an automated pharmacy infrastructure platform. || Jan 2026 | Financing | Morrison disclosed the initial investment was made through Morrison Value Add II.,,https://morrisonglobal.com/news-insights/morrison-launches-fillex-a-national-automated-pharmacy-infrastructure-platform-to-modernize-us-healthcare-logistics/ | https://www.goodwinlaw.com/en/news-and-events/news/2026/01/announcements-privateequity-goodwin-advises-morrison | https://www.pehub.com/morrison-backs-newly-launched-pharmacy-logistics-platform-fillex/,,,
longroad-energy__owner-1__morrison,28000,Longroad Energy,United States,1,Morrison,Infratil,2016,2016,,Active,close,none,,"2016 | Financing | Infratil and New Zealand Super Fund closed their equity investment in Longroad Energy, with Morrison & Co managing the investment.",,https://www.longroadenergy.com/longroad-announces-new-investors/ | https://www.longroadenergy.com/longroad-energy-announces-500-million-equity-investment-from-meag-nz-super-fund-and-infratil/ | https://infratil.com/our-investments/renewables/ | https://morrisonglobal.com/news-insights/portfolio-company-longroad-energy-to-receive-significant-new-capital-from-current-investors-and-a-new-co-investor/,,,
longroad-energy__owner-2__infratil,28000,Longroad Energy,United States,2,Infratil,n.a.,2016,2016,,Active,close,none,,"2016 | Financing | Infratil and New Zealand Super Fund closed their equity investment in Longroad Energy, with Morrison & Co managing the investment.",,https://www.longroadenergy.com/longroad-announces-new-investors/ | https://www.longroadenergy.com/longroad-energy-announces-500-million-equity-investment-from-meag-nz-super-fund-and-infratil/ | https://infratil.com/our-investments/renewables/ | https://morrisonglobal.com/news-insights/portfolio-company-longroad-energy-to-receive-significant-new-capital-from-current-investors-and-a-new-co-investor/,,,
alt-n-redes-s-a-p-i-de-c-v__owner-1__msip,28031,"Altán Redes, S.A.P.I. de C.V.",Mexico,1,MSIP,n.a.,2017,2017,,Active,close,none,,Mar 2017 | Financing | MSIP / Morgan Stanley Infrastructure Partners invested in Altán Redes. || Jan 2017 | Expansion | Altán executed the public-private partnership contract and obtained the wholesale concession for the network.,,https://www.morganstanley.com/im/en-us/capital-seeker/companies/alt-n-redes.html | https://www.altanredes.com/ | https://www.altanredes.com/nuestra-cobertura.php | https://www.gob.mx/promtel/acciones-y-programas/red-compartida-255015,,,
bayonne-energy-center__owner-1__msip,28062,Bayonne Energy Center,United States,1,MSIP,n.a.,2018,2018,,Active,close,none,,Oct 2018 | Acquisition | MSIP / Morgan Stanley Infrastructure Partners acquired Bayonne Energy Center.,,https://www.morganstanley.com/im/en-us/capital-seeker/companies/bayonne-energy-center.html | https://www.morganstanley.com/press-releases/msip-agrees-to-sell-bayonne-energy-center | https://www.morganstanley.com/im/en-us/individual-investor/insights/press-release/msip-agrees-to-sell-bayonne-energy-center.html | https://www.nj.gov/bpu/pdf/energy/Bayonne_Energy_Center.pdf,,,
brazos-midstream__owner-1__msip,28092,Brazos Midstream,United States,1,MSIP,North Haven Infrastructure Partners II (NHIP II),2018,2018,,Active,close,none,,"May 29, 2018 | Acquisition | Brazos Midstream completed the sale of its Delaware Basin subsidiaries to NHIP II, an investment fund managed by Morgan Stanley Infrastructure Partners (MSIP). || Apr 9, 2018 | Acquisition | Brazos Midstream agreed to sell its Delaware Basin subsidiaries to Morgan Stanley Infrastructure Partners for $1.75 billion.",,https://brazosmidstream.com/ | https://brazosmidstream.com/operations | https://www.encapinvestments.com/about/midstream/portfolio/current/brazos-midstream | https://brazosmidstream.com/news/brazos-midstream-announces-delaware-basin-acquisition-and-new-venture-northern-midland-basin | https://brazosmidstream.com/news/brazos-midstream-completes-sale-delaware-basin-subsidiaries-morgan-stanley-infrastructure | https://www.morganstanley.com/im/en-gb/intermediary-investor/companies/brazos-midstream.html,,,
brazos-midstream__owner-2__encap-investments,28092,Brazos Midstream,United States,2,EnCap Investments,EnCap Flatrock Midstream,2022,2018,,Active,transactional_unspecified,none,secondary_owner_year_differs_from_display_year,2022 | Financing | EnCap Flatrock Midstream listed an initial investment in Brazos Midstream.,,https://brazosmidstream.com/ | https://brazosmidstream.com/operations | https://www.encapinvestments.com/about/midstream/portfolio/current/brazos-midstream | https://brazosmidstream.com/news/brazos-midstream-announces-delaware-basin-acquisition-and-new-venture-northern-midland-basin | https://brazosmidstream.com/news/brazos-midstream-completes-sale-delaware-basin-subsidiaries-morgan-stanley-infrastructure | https://www.morganstanley.com/im/en-gb/intermediary-investor/companies/brazos-midstream.html,,,
crowley-wind-services-holdings-llc__owner-1__msip,28126,"Crowley Wind Services Holdings, LLC",United States,1,MSIP,n.a.,2024,2024,,Active,close,none,,Mar 2024 | Financing | MSIP and Crowley closed the Crowley Wind Services Holdings joint venture. || Apr 2024 | Financing | Morgan Stanley's portfolio materials list Crowley Wind as an investment from April 2024.,,https://www.crowley.com/news-and-media/press-releases/morgan-stanley-infrastructure-partners-crowley-advance-u-s-wind-energy/ | https://www.morganstanley.com/im/en-us/individual-investor/companies/crowley-wind.html | https://www.prnewswire.com/news-releases/morgan-stanley-infrastructure-partners-crowley-advance-us-wind-energy-301909211.html | https://renews.biz/95134/crowley-breaks-ground-on-salem-offshore-wind-terminal/,,,
eureka-midstream__owner-1__msip,28157,Eureka Midstream,United States,1,MSIP,North Haven Infrastructure Partners II,2014,2014,,Active,close,none,,Oct 2014 | Financing | MSIP / Morgan Stanley Infrastructure Partners invested in Eureka Midstream.,,https://www.morganstanley.com/im/en-us/capital-seeker/companies/eureka-midstream.html | https://www.prnewswire.com/news-releases/black-river-and-morgan-stanley-infrastructure-partners-complete-sale-of-eureka-midstream-to-newly-formed-partnership-with-sk-holdings-300543183.html | https://www.foundationinfra.com/sites/default/files/2019-08/eqm_eureka_pr.pdf | https://www.sec.gov/Archives/edgar/data/1335190/000133519016000129/mhr-20151231x10xk.htm,,,
flexential__owner-1__msip,28185,Flexential,United States,1,MSIP,n.a.,2024,2024,,Active,announced,none,,Oct 2024 | Financing | MSIP / Morgan Stanley Infrastructure Partners announced a strategic investment in Flexential alongside GI Partners.,,https://www.flexential.com/ | https://www.flexential.com/resources/press-release/flexentials-growth-and-innovation-build-momentum-2024 | https://www.morganstanley.com/im/en-us/capital-seeker/about-us/news-and-insights/press-release/flexential-to-accelerate-expansion-and-growth-MSIP.html | https://www.flexential.com/resources/press-release/flexential-and-lumen-expand-network-service-capabilities-businesses,,,
hornet-midstream__owner-1__msip,28213,Hornet Midstream,United States,1,MSIP,n.a.,2016,2016,,Active,close,none,,Aug 2016 | Financing | MSIP / Morgan Stanley Infrastructure Partners invested in Hornet Midstream.,,https://www.morganstanley.com/im/en-us/individual-investor/companies/hornet-midstream.html | https://www.eldariver.com/news/eqm-midsream-partners-announces-strategic-bolt-on-acquisition | https://www.foundationinfra.com/sites/default/files/2019-08/eqm_eureka_pr.pdf | https://www.morganstanley.com/im/en-us/institutional-investor/about-us/people-and-teams/investment-teams/infrastructure-team.html,,,
lightpath-holdings-llc__owner-1__msip,28241,Lightpath Holdings LLC,United States,1,MSIP,n.a.,2020,2020,,Active,close,none,,Dec 2020 | Acquisition | Altice USA closed the Lightpath sale to MSIP while retaining 50.01% ownership. || Jul 2020 | Acquisition | Altice USA agreed to sell a 49.99% interest in Lightpath to Morgan Stanley Infrastructure Partners.,,https://lightpathfiber.com/our-network | https://www.sec.gov/Archives/edgar/data/1702780/000110465920111136/tm2032040d1_8k.htm | https://www.sec.gov/Archives/edgar/data/1702780/000162828021001795/atusq42020exhibit991.htm | https://lightpathfiber.com/news/lightpath-awarded-gsa-multiple-award-schedule-contract,,,
specialtycare__owner-1__msip,28271,SpecialtyCare,United States,1,MSIP,Morgan Stanley Infrastructure Partners-managed funds,2021,2021,,Active,close,none,,Oct 2021 | Acquisition | MSIP / Morgan Stanley Infrastructure Partners completed its acquisition of SpecialtyCare from Kohlberg.,,https://specialtycareus.com/ | https://specialtycareus.com/about-us/ | https://www.morganstanley.com/im/en-us/individual-investor/insights/press-release/morgan-stanley-infrastructure-partners-investment-specialty-care.html | https://www.kohlberg.com/news/morgan-stanley-infrastructure-partners-announces-investment-in-specialtycare/,,,
torch-clean-energy__owner-1__msip,28300,Torch Clean Energy,United States,1,MSIP,n.a.,2025,2025,,Active,announced,none,,Jan 2025 | Financing | MSIP / Morgan Stanley Infrastructure Partners announced a strategic investment in Torch Clean Energy.,,https://torchcleanenergy.com/ | https://www.morganstanley.com/press-releases/morgan-stanley-infrastructure-partners--torch-clean-energy | https://www.key.com/businesses-institutions/industry-expertise/energy/torch-clean-energy.html | https://torchcleanenergy.com/winchester-battery-energy-storage-project/,,,
brightspeed__owner-1__mubadala,28326,Brightspeed,United States,1,Mubadala,n.a.,2023,2023,,Active,announced,none,,May 2023 | Financing | Mubadala announced a $500 million minority investment in Brightspeed.,,https://www.brightspeed.com/ | https://www.apollo.com/media/press-releases/2021/11-17-2021-211552119 | https://ir.lumen.com/news/news-details/2022/Lumen-Closes-Sale-of-Local-Incumbent-Carrier-Operations-in-20-States-to-Brightspeed/default.aspx | https://www.mubadala.com/en/news/mubadala-invests-500-million-in-brightspeed | https://www.telecompetitor.com/brightspeed-unveils-fiber-build-plans-for-its-20-state-territory/ | https://news.lumen.com/2021-08-03-Lumen-Technologies-to-sell-its-incumbent-local-exchange-carrier-ILEC-operations,,,
brightspeed__owner-2__apollo-global-management,28326,Brightspeed,United States,2,Apollo Global Management,Apollo-managed funds,2022,2023,,Active,close,none,secondary_owner_year_differs_from_display_year,"Oct 3, 2022 | Acquisition | Apollo completed the acquisition from Lumen and Brightspeed began operating the business.",,https://www.brightspeed.com/ | https://www.apollo.com/media/press-releases/2021/11-17-2021-211552119 | https://ir.lumen.com/news/news-details/2022/Lumen-Closes-Sale-of-Local-Incumbent-Carrier-Operations-in-20-States-to-Brightspeed/default.aspx | https://www.mubadala.com/en/news/mubadala-invests-500-million-in-brightspeed | https://www.telecompetitor.com/brightspeed-unveils-fiber-build-plans-for-its-20-state-territory/ | https://news.lumen.com/2021-08-03-Lumen-Technologies-to-sell-its-incumbent-local-exchange-carrier-ILEC-operations,,,
commonwealth-lng__owner-1__mubadala,28360,Commonwealth LNG,United States,1,Mubadala,Caturus / SoTex HoldCo,2025,2025,,Active,close,none,,"May 2025 | Divestiture | Commonwealth LNG announced a long-term LNG sale and purchase agreement with Glencore. || Aug 2025 | Financing | Kimmeridge rebranded its platform as Caturus and announced Mubadala Energy's 24.1% investment. || Aug 7, 2025 | Financing | Kimmeridge announced the rebranding of the parent platform to Caturus after closing Mubadala Energy's strategic equity investment.",,https://commonwealthlng.com/ | https://www.caturus.com/news/caturus-and-kimmeridge-announce-partnership-with-mubadala-energy/ | https://www.energy.gov/fecm/articles/doe-receives-notice-change-control-commonwealth-lng-project | https://www.reuters.com/world/us/commonwealth-lng-signs-20-year-supply-deal-with-saudi-aramco-2026-02-13/ | https://commonwealthlng.com/kimmeridge-closes-follow-on-control-investment-in-commonwealth-lng/ | https://commonwealthlng.com/kimmeridge-closes-strategic-equity-investment-from-mubadala-energy-and-rebrands-integrated-natural-gas-platform-as-caturus/ | https://www.energy.gov/sites/default/files/2025-09/Commonwealth%20LNG%20DOE%20Notice%20of%20Change%20in%20Control%20%28Mubadala-Caturus%29%20-%209.5.2025.pdf,,,
commonwealth-lng__owner-2__kimmeridge,28360,Commonwealth LNG,United States,2,Kimmeridge,Kimmeridge Flagship Funds / Caturus,2025,2025,,Active,close,none,,"May 2025 | Divestiture | Commonwealth LNG announced a long-term LNG sale and purchase agreement with Glencore. || Aug 2025 | Financing | Kimmeridge rebranded its platform as Caturus and announced Mubadala Energy's 24.1% investment. || Aug 7, 2025 | Financing | Kimmeridge announced the rebranding of the parent platform to Caturus after closing Mubadala Energy's strategic equity investment.",,https://commonwealthlng.com/ | https://www.caturus.com/news/caturus-and-kimmeridge-announce-partnership-with-mubadala-energy/ | https://www.energy.gov/fecm/articles/doe-receives-notice-change-control-commonwealth-lng-project | https://www.reuters.com/world/us/commonwealth-lng-signs-20-year-supply-deal-with-saudi-aramco-2026-02-13/ | https://commonwealthlng.com/kimmeridge-closes-follow-on-control-investment-in-commonwealth-lng/ | https://commonwealthlng.com/kimmeridge-closes-strategic-equity-investment-from-mubadala-energy-and-rebrands-integrated-natural-gas-platform-as-caturus/ | https://www.energy.gov/sites/default/files/2025-09/Commonwealth%20LNG%20DOE%20Notice%20of%20Change%20in%20Control%20%28Mubadala-Caturus%29%20-%209.5.2025.pdf,,,
