recordId,ownershipPeriodId,companyName,country,investmentFirm,currentVehicleName,databaseVehicleName,investmentYear,stake,attribution,confidence,attributedFundName,disclosedOrEstimatedFundName,currentLinkedFundName,linkedCanonicalFundName,targetLinkedFundName,rationale,evidenceUrls,sourceAuditStatus,applyEligible,proposedAction,fundDatabaseAction
OFA-8A0CBBA9F842,cmrxpjyxf01s3ivhe59c5b3l8,"Switch, Inc.",United States,IFM Investors,IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),2022,,DISCLOSED,HIGH,IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),IFM Global Infrastructure Fund (GIF),Matched supplemental ownership detail: Firm: IFM Investors | Fund: Not publicly disclosed. | Ownership Interest: 37.2% Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.ifminvestors.com/capabilities/infrastructure/our-portfolio/switch-inc/; https://www.digitalbridge.com/news/2022-12-06-digitalbridge-and-ifm-investors-complete-11-billion-take-private-of-switch; https://ir.digitalbridge.com/news-releases/news-release-details/digitalbridge-and-ifm-investors-complete-11-billion-take-private/; https://www.switch.com/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-623301D699D7,cmrxpk6jh023wivhewplf5z9s,SwyftFiber,United States,Macquarie Asset Management,Macquarie Infrastructure Partners VI,Macquarie Infrastructure Partners VI,2024,,DISCLOSED,HIGH,Macquarie Infrastructure Partners VI,Macquarie Infrastructure Partners VI,Macquarie Infrastructure Partners VI,Macquarie Infrastructure Partners VI,Macquarie Infrastructure Partners VI,Matched supplemental ownership detail: Firm: Macquarie Asset Management | Fund: MIP VI | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://hl.com/about-us/transactions/houlihan-lokey-advises-swyftfiber/; https://www.swyftfiber.com/; https://www.macquarie.com/au/en/about/news/2023/macquarie-asset-management-announces-agreement-to-invest-in-us-fiber-business-swyftfiber.html; https://swyftfiber.com/report-an-outage/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-86EF453B3F43,cmrxpk2l301xsivhezpwgffyc,Synagro Technologies,United States / Canada,Goldman Sachs Asset Management,West Street Infrastructure Partners III,West Street Infrastructure Partners III,2020,,DISCLOSED,HIGH,West Street Infrastructure Partners III,West Street Infrastructure Partners III,,,,Matched supplemental ownership detail: Firm: Goldman Sachs Asset Management | Fund: West Street Infrastructure Partners III | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.synagro.com/2020/09/23/eqt-infrastructure-to-sell-synagro/; https://www.synagro.com/2020/12/22/eqt-infrastructure-closes-sale-of-synagro-to-goldman-sachs-west-street-infrastructure-partners-iii/; https://www.synagro.com/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-3379837B1A98,cmrxpk2lk01xtivhed5zrrxqk,Synthica Energy,United States,Goldman Sachs Asset Management,West Street Infrastructure Partners IV,West Street Infrastructure Partners IV,2023,,DISCLOSED,HIGH,West Street Infrastructure Partners IV,West Street Infrastructure Partners IV,,,,Matched supplemental ownership detail: Firm: Goldman Sachs Asset Management | Fund: West Street Infrastructure Partners IV | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.prnewswire.com/news-releases/synthica-energy-announces-equity-investment-from-the-infrastructure-business-within-goldman-sachs-asset-management-301894767.html; https://www.stblaw.com/about-us/news/view/2023/08/09/infrastructure-funds-affiliated-with-goldman-sachs-asset-management-make-an-equity-investment-in-synthica-energy; https://synthica.com/; https://synthica.com/goldman-sachs-invests-in-synthica-energy/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-80603E311B6D,cmrxpkaav029tivhehvt0ponz,TRAC Intermodal,United States,Stonepeak,n.a.,n.a.,2020,,INFERRED,MEDIUM,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,"Estimated by preserving the existing curated link to Stonepeak Infrastructure Fund IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2020 is 0 years before investment, North America-relevant mandate.",https://www.railwayage.com/intermodal/stonepeak-acquires-trac-intermodal/; https://www.tracintermodal.com/; https://www.tracintermodal.com/about-us; https://www.tracintermodal.com/news/stonepeak-infrastructure-partners-signs-agreement-to-acquire-trac-intermodal,n.a.,false,SET_INFERRED,NONE
OFA-7E8E762F3239,cmrxpkaij02a4ivhewto1lhne,TRG Datacenters,United States,Tallvine,n.a.,n.a.,2025,,INFERRED,LOW,Tallvine Middle Market Infrastructure Fund I,Tallvine Middle Market Infrastructure Fund I,Tallvine Middle Market Infrastructure Fund I,Tallvine Middle Market Infrastructure Fund I,Tallvine Middle Market Infrastructure Fund I,"Estimated by preserving the existing curated link to Tallvine Middle Market Infrastructure Fund I; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, North America-relevant mandate.",https://www.businesswire.com/news/home/20250804742889/en/Tallvine-Partners-Acquires-TRG-Datacenters-and-Launches-Digital-Infrastructure-Platform; https://www.datacenterdynamics.com/en/news/trg-datacenters-acquired-by-tallvine-partners/; https://www.trgdatacenters.com/entering-an-exciting-new-chapter-with-tallvine-partners/,n.a.,false,SET_INFERRED,NONE
OFA-23742F9F30FD,cmrxpjuvp01lqivheohs4h1mf,TXNM Energy,United States,Blackstone,n.a.,n.a.,2025,,INFERRED,MEDIUM,Blackstone Energy Transition Partners IV (BETP IV),Blackstone Energy Transition Partners IV (BETP IV),Blackstone Energy Transition Partners IV (BETP IV),Blackstone Energy Transition Partners IV (BETP IV),Blackstone Energy Transition Partners IV (BETP IV),"Estimated by preserving the existing curated link to Blackstone Energy Transition Partners IV (BETP IV); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2025 is 0 years before investment, North America-relevant mandate.",https://www.blackstone.com/news/press/txnm-energy-enters-agreement-to-be-acquired-by-blackstone-infrastructure/; https://www.prnewswire.com/news-releases/txnm-energy-reports-second-quarter-2025-results-302519323.html; https://www.txnmenergy.com/investors/acquisition.aspx; https://www.reuters.com/legal/transactional/txnm-energy-gets-ferc-approval-115-billion-blackstone-deal-2026-02-20/,n.a.,false,SET_INFERRED,NONE
OFA-9B3AC1E2EF5E,cmrxpjrmc01gfivheeld2p2q2,"Takanock, LLC",United States,ArcLight Capital Partners,Jointly managed ArcLight / DigitalBridge investment vehicle,Jointly managed ArcLight / DigitalBridge investment vehicle,2025,Part of a collective majority interest; individual percentage not publicly disclosed,INFERRED,LOW,"ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","ArcLight Energy Partners Fund VII, L.P.","Estimated by preserving the existing curated link to ArcLight Energy Partners Fund VII, L.P.; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.20, vintage 2020 precedes investment by 5 years, North America-relevant mandate.",https://www.sec.gov/Archives/edgar/data/2067303/000206730325000001/xslFormDX01/primary_doc.xml; https://arclight.com/investments/; https://www.digitalbridge.com/news/2025-06-25-takanock-secures-500-million-commitment-from-arclight-and-digitalbridge; https://www.prnewswire.com/news-releases/takanock-secures-500-million-commitment-from-arclight-and-digitalbridge-302490366.html; https://hl.com/about-us/transactions/takanock-arclight-digitalbridge/,n.a.,false,SET_INFERRED,NONE
OFA-071328591351,cmsr17vog0008eh6hbpfxnm8h,"Takanock, LLC",United States,DigitalBridge,Jointly managed ArcLight / DigitalBridge investment vehicle,Jointly managed ArcLight / DigitalBridge investment vehicle,2025,Part of a collective majority interest; individual percentage not publicly disclosed,DISCLOSED,HIGH,ArcLight Capital,ArcLight Capital,,,,Matched supplemental ownership detail: Firm: ArcLight Capital Partners | Fund: ArcLight Capital | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.sec.gov/Archives/edgar/data/2067303/000206730325000001/xslFormDX01/primary_doc.xml; https://www.digitalbridge.com/news/2025-06-25-takanock-secures-500-million-commitment-from-arclight-and-digitalbridge; https://www.projectbaccara.com/_files/ugd/cbe98b_e62758f143b4475baf87cf6b7b029ac5.pdf; https://www.prnewswire.com/news-releases/takanock-secures-500-million-commitment-from-arclight-and-digitalbridge-302490366.html; https://hl.com/about-us/transactions/takanock-arclight-digitalbridge/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-29EF80EC656A,cmrxpk23a01x0ivhernu5j30f,Tallgrass Energy,United States,Blackstone,n.a.,n.a.,2019,,INFERRED,LOW,Blackstone Infrastructure Partners (BIP),Blackstone Infrastructure Partners (BIP),Blackstone Infrastructure Partners (BIP),Blackstone Infrastructure Partners (BIP),Blackstone Infrastructure Partners (BIP),"Estimated by preserving the existing curated link to Blackstone Infrastructure Partners (BIP); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/; https://www.sec.gov/Archives/edgar/data/1284214/000119312520044554/d840488dsc13ea.htm; https://www.tallgrassenergy.com/; https://www.blackstone.com/news/press/blackstone-infrastructure-partners-to-acquire-tallgrass-energy/,n.a.,false,SET_INFERRED,NONE
OFA-AEEA3D63C517,cmrxpk23r01x1ivhe54jyvqer,Tallgrass Energy,United States,CPP Investments,Sustainable Energies,Sustainable Energies,2024,,DISCLOSED,HIGH,Sustainable Energies,Sustainable Energies,,,,Matched supplemental ownership detail: Firm: CPP Investments | Fund: Sustainable Energies | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/; https://www.sec.gov/Archives/edgar/data/1284214/000119312520044554/d840488dsc13ea.htm; https://www.tallgrass.com/; https://www.cppinvestments.com/newsroom/cpp-investments-acquires-stake-in-u-s-energy-infrastructure-company-tallgrass-energy/; https://www.blackstone.com/news/press/blackstone-infrastructure-partners-to-acquire-tallgrass-energy/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-4F0272354427,cmrxpk24e01x2ivhevow8rh7e,Tallgrass Energy,United States,GIC,Jasmine Ventures Pte. Ltd,Jasmine Ventures Pte. Ltd,2019,,DISCLOSED,HIGH,Jasmine Ventures Pte. Ltd,Jasmine Ventures Pte. Ltd,,,,Matched supplemental ownership detail: Firm: GIC | Fund: Jasmine Ventures Pte. Ltd. | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.blackstone.com/news/press/blackstone-infrastructure-partners-closes-purchase-of-controlling-interest-in-tallgrass-energy/; https://www.sec.gov/Archives/edgar/data/1284214/000119312520044554/d840488dsc13ea.htm; https://tallgrass.com/newsroom/press-releases/blackstone-infrastructure-partners-enters-into-definitive-agreement-to-acquire-controlling-interest-in-tallgrass-energy; https://tallgrass.com/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-2F7C4E5266A6,cmrxpjs7501h8ivhe2uov32o6,Tango Holdings LLC,United States,Ares Management,Ares Infrastructure Opportunities,Ares Infrastructure Opportunities,2025,,DISCLOSED,HIGH,Ares Infrastructure Opportunities,Ares Infrastructure Opportunities,,,,Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: 80% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.businesswire.com/news/home/20250728365772/en/Ares-Management-Establishes-Joint-Venture-With-Savion-to-Invest-in-U.S.-Solar-Power-Generation; https://www.prnewswire.com/news-releases/shell-subsidiary-savion-to-streamline-five-us-solar-projects-through-joint-venture-302515152.html; https://savionenergy.com/shell-subsidiary-savion-to-streamline-five-u-s-solar-projects-through-joint-venture/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-E21F0B8B3398,cmrxpk479020aivhev95mri1j,Tarana Wireless,United States,I Squared Capital,ISQ Global InfraTech Fund,ISQ Global InfraTech Fund,2022,,DISCLOSED,HIGH,ISQ Global InfraTech Fund,ISQ Global InfraTech Fund,,,,Matched supplemental ownership detail: Firm: I Squared Capital | Fund: ISQ Global InfraTech Fund | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.taranawireless.com/newsroom/tarana-raises-170m-series-growth-financing-round/; https://www.taranawireless.com/; https://isquaredcapital.com/txnm_sector/digital/; https://www.sec.gov/Archives/edgar/data/1821358/000182135821000001/xslFormDX08/primary_doc.xml,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-3D0B8967BCA3,cmrxpk1ap01vtivhef8mevhom,Tavares Inpatient Rehabilitation Facility,United States,Fengate Asset Management,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,2024,,DISCLOSED,HIGH,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Matched supplemental ownership detail: Firm: Fengate Asset Management | Fund: Fengate Infrastructure Yield Fund | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://fengate.com/news/fengate-asset-management-announces-financial-close-on-two-u-s-healthcare-facilities; https://fengate.com/social; https://pamhealth.com/locations/tavares-fl,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-46630A434288,cmrxpjty701k6ivhe3stvul69,Teays River Investments,United States,BCI,n.a.,n.a.,2021,19.9%,INFERRED,LOW,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,Infrastructure & Renewable Resources,"Estimated by preserving the existing curated link to Infrastructure & Renewable Resources; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.bci.ca/owen-martin-a-global-partnership-approach-in-renewable-resources/; https://www.bci.ca/wp-content/uploads/2024/08/IRR-Program-FS-2024_Secured.pdf; https://www.prnewswire.com/news-releases/teays-river-investments-names-micah-vincent-president-and-ceo-302642376.html; https://www.teaysinvestments.com/,n.a.,false,SET_INFERRED,NONE
OFA-981D87CBD546,cmrxpjxpo01q9ivhe40di4916,Tenaska-CIP Joint Venture,United States,Copenhagen Infrastructure Partners,Energy Transition Fund I,Energy Transition Fund I,2023,,DISCLOSED,HIGH,Energy Transition Fund I,Energy Transition Fund I,,,,Matched supplemental ownership detail: Firm: Copenhagen Infrastructure Partners | Fund: Energy Transition Fund I | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.tenaska.com/copenhagen-infrastructure-partners-and-tenaska-to-develop-green-hydrogen-projects-in-the-u-s/; https://www.globenewswire.com/news-release/2023/10/26/2767758/0/en/Copenhagen-Infrastructure-Partners-and-Tenaska-to-develop-green-hydrogen-projects-in-the-U-S.html,Verified fund,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
