company_name,country,current_owner_investment_firm,current_ownership_vehicle,investment_year,verified_fund_vehicle_result,result_status,evidence_urls,evidence_type,confidence,proposed_seed_data_action,notes
"SQF, LLC d/b/a Verta",United States,SDC,SDC Fund I,2019,SDC Fund I,Verified fund - missing from funds list,https://tilsontech.com/news-and-insights/press-releases/tilson-raises-100-million-in-funding-to-support-n/; https://vertawireless.com/insights-projects/verta-acquires-arcadia-towers/; https://sdccapitalpartners.com/investments/; https://vertawireless.com/; https://vertawireless.com/about-us/,manager/company ownership source; transaction source; company/manager page; supplemental source,High,"Review adding or aliasing ""SDC Fund I"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: SDC Capital Partners | Fund: SDC Fund I | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
All Points Broadband,United States,Searchlight,n.a.,2021,n.a.,n.a.,https://searchlightcap.com/news/searchlight-capital-partners-makes-strategic-investment-in-all-points-broadband/; https://allpointsbroadband.com/searchlight-capital-partners-makes-strategic-investment-in-all-points-broadband/; https://allpointsbroadband.com/all-points-broadband-dominion-energy-virginia-and-northern-neck-electric-cooperative-announce-completion-of-northern-neck-regional-broadband-initiative/; https://www.northernneck.us/northern-neck-broadband-project/,transaction source; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Searchlight Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Consolidated Communications,United States,Searchlight,n.a.,2024,n.a.,n.a.,https://www.consolidated.com/About-Us/Investor-Relations; https://www.sec.gov/Archives/edgar/data/1304421/000110465923109249/tm2328485d2_defa14a.htm; https://www.consolidated.com/about-us/news/article-detail/id/1118/consolidated-communications-announces-ceo-transition; https://www.consolidated.com/About-Us/News/Article-Detail/ID/979/Consolidated-Communications-Announces-Agreement-to-be-Acquired-by-Searchlight-Capital-Partners-and-British-Columbia-Investment-Management-Corporation; https://searchlightcap.com/news/consolidated-communications-shareholders-approve-proposed-transaction-with-searchlight-and-bci/,manager/company ownership source; SEC/filing; press release; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Searchlight Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Consolidated Communications,United States,BCI,Infrastructure & Renewable Resources,2024,Infrastructure & Renewable Resources,Verified fund,https://www.consolidated.com/About-Us/Investor-Relations; https://www.sec.gov/Archives/edgar/data/1304421/000110465923109249/tm2328485d2_defa14a.htm; https://www.consolidated.com/about-us/news/article-detail/id/1118/consolidated-communications-announces-ceo-transition,manager/company ownership source; SEC/filing; press release,High,No seed-data action suggested.,Verified fund matches an existing fund-list entry.
Mainstream Fiber Networks,United States,Searchlight,n.a.,2023,n.a.,n.a.,https://searchlightcap.com/news/mainstream-fiber-networks-plans-rapid-expansion-with-strategic-investment-from-searchlight-capital-partners/; https://investor.citizensbank.com/about-us/newsroom/latest-news/2024/2024-01-08.aspx; https://www.lw.com/en/news/latham-watkins-advises-searchlight-on-strategic-investment-in-mainstream-fiber-networks,transaction source; press release; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Searchlight Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Akumin,United States,Stonepeak,n.a.,2024,n.a.,n.a.,https://akumin.com/newsroom/press-releases/akumin-inc-completes-deleveraging-transaction-becomes-a-private-company-wholly-owned-by-stonepeak/; https://www.sec.gov/Archives/edgar/data/1823527/000119312523127544/d448120d20f.htm; https://akumin.com/; https://akumin.com/about-us/,press release; SEC/filing; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: 100%. Supplemental detail states the fund was not publicly disclosed.
Astound Broadband,United States,Stonepeak,n.a.,2021,n.a.,n.a.,https://www.astound.com/business/about/news/stonepeak-closes-acquisition-of-astound-broadband/; https://www.astound.com/; https://www.astound.com/about-us/; https://stonepeak.com/news/gfiber-and-stonepeaks-astound-to-combine-creating-a-leading-independent-broadband-provider,manager/company ownership source; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
ATSG,United States,Stonepeak,n.a.,2025,n.a.,n.a.,https://stonepeak.com/news/atsg-to-be-acquired-by-stonepeak-for-3-1-billion; https://stonepeak.com/news/stonepeak-completes-acquisition-of-atsg; https://www.atsginc.com/news-and-media/newsroom/year/2026/2026-02-24-erickson-acquires-321-precision; https://www.atsginc.com/; https://www.atsginc.com/about/,press release; manager/company ownership source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: 100%. Supplemental detail states the fund was not publicly disclosed.
Coastal Virginia Offshore Wind,United States,Stonepeak,n.a.,2024,n.a.,n.a.,https://investors.dominionenergy.com/news/press-release-details/2024/Dominion-Energy-Stonepeak-Announce-Closing-of-Sale-of-Noncontrolling-Equity-Interest-In-Coastal-Virginia-Offshore-Wind-Commercial-Project/default.aspx; https://stonepeak.com/news/stonepeak-to-acquire-50-interest-in-dominion-energys-coastal-virginia-offshore-wind-project; https://www.dominionenergy.com/projects-and-facilities/wind-and-solar/coastal-virginia-offshore-wind,manager/company ownership source; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: 50%. Supplemental detail states the fund was not publicly disclosed.
Cologix,United States / Canada,Stonepeak,n.a.,2017,n.a.,n.a.,https://stonepeak.com/portfolio-highlights/cologix; https://cologix.com/; https://cologix.com/news/stonepeak-signs-recapitalization-of-portfolio-company-cologix-in-support-of-continued-market-leading-growth/; https://stonepeak.com/news/stonepeak-completes-cologix-recapitalization,transaction source; company/manager page; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
CoreSite,United States,Stonepeak,n.a.,2022,n.a.,n.a.,https://stonepeak.com/news/american-tower-partners-with-stonepeak-in-u-s-data-center-business; https://www.coresite.com/news/stonepeak-upsizes-invesment-in-american-towers-data-center-business; https://www.coresite.com/about; https://www.americantower.com/us/data-centers.html,press release; manager/company ownership source; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: Approximately 36%. Supplemental detail states the fund was not publicly disclosed.
Dupré Logistics,United States,Stonepeak,n.a.,2025,n.a.,n.a.,https://stonepeak.com/news/stonepeak-partners-with-dupre-logistics; https://www.duprelogistics.com/; https://www.prnewswire.com/news-releases/rinchem-announces-combination-with-dupre-302671889.html; https://www.duprelogistics.com/our-story,manager/company ownership source; company/manager page; press release; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Evolve Transition Infrastructure LP,United States,Stonepeak,n.a.,2015,n.a.,n.a.,https://www.sec.gov/Archives/edgar/data/1796514/000121390024009922/ea192804-s3_evolvetransition.htm; https://stonepeak.com/investments; https://evolveinfra.com/; https://stonepeak.com/category/news/portfolio/page/2,SEC/filing; company/manager page; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Extenet,United States,Stonepeak,n.a.,2015,n.a.,n.a.,https://www.prnewswire.com/news-releases/extenet-systems-announces-capital-restructuring-300117742.html; https://www.prnewswire.com/news-releases/chicago-region-extenet-systems-completes-recapitalization-300180129.html; https://extenet.com/extenet-systems-announces-successful-closing-of-manulife-investment/; https://extenet.com/about-us/our-story/; https://www.stblaw.com/about-us/news/view/2015/07/29/digital-bridge-and-stonepeak-infrastructure-partners-to-recapitalize-extenet-systems,press release; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Intrado,United States,Stonepeak,n.a.,2023,n.a.,n.a.,https://www.intrado.com/news-releases/stonepeak-completes-acquisition-of-intrado-life-safety; https://www.west.com/news/press-releases/west-announces-completion-of-sale-of-intrado-safety-business/; https://www.intrado.com/; https://www.intrado.com/news-releases/stonepeak-acquire-safety-business-intrado,transaction source; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: 100%. Supplemental detail states the fund was not publicly disclosed.
KAPS,Canada,Stonepeak,n.a.,2023,n.a.,n.a.,https://stonepeak.com/news/stonepeak-to-acquire-interest-in-kaps; https://stonepeak.com/press-releases/stonepeak-completes-acquisition-of-interest-in-kaps; https://www.keyera.com/operations/pipelines-and-processing/kaps-pipeline-system; https://www.keyera.com/news-and-stories/news-releases/keyera-celebrates-the-completion-of-the-kaps-pipeline/,press release; manager/company ownership source; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: 50%. Supplemental detail states the fund was not publicly disclosed.
Lineage,United States,Stonepeak,n.a.,2018,n.a.,n.a.,https://stonepeak.com/portfolio-highlights/lineage-logistics; https://www.onelineage.com/; https://www.onelineage.com/about/our-story; https://www.prnewswire.com/news-releases/lineage-logistics-completes-700-million-strategic-equity-capital-raise-led-by-bay-grove-with-participation-from-exiting-investor-d1-capital-partners-and-support-from-existing-investor-stonepeak-301434620.html,transaction source; company/manager page; manager page; supplemental source; press release,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Stonepeak | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
