priority,match_status,company_name,country,company_status,owner_source,owner_index,investment_firm,owner_status,ownership_vehicle,investment_year,exact_fund_name,suggested_fund_name,candidate_score,suggested_action,rationale,evidence_urls
ok,exact_fund_match,EC Waste,United States,Active,owners[],0,3i Infrastructure,Active,3i NA Infrastructure Fund,2021,3i NA Infrastructure Fund,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.3i.com/media/news/2021/3i-partners-with-ec-waste-to-support-the-company-s-growth/; https://www.3i.com/media/news/2025/3i-backed-ec-waste-acquires-arb-waste-services-in-puerto-rico/; https://www.ecwaste.com; https://www.postcp.com/article?ID=528966
ok,exact_fund_match,Edmonton Valley Line LRT Southeast,Canada,Active,owners[],0,Fengate Asset Management,Active,Fengate Infrastructure Fund IV,2016,Fengate Infrastructure Fund IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://fengate.com/investments/edmonton-valley-line-lrt-southeast; https://www.newswire.ca/news-releases/fengate-reaches-financial-close-on-largest-infrastructure-project-in-edmontons-history-568499781.html; https://www.alstom.com/press-releases-news/2023/11/alstom-and-partners-celebrate-launch-edmonton-valley-line-southeast-lrt; https://www.edmonton.ca/projects_plans/transit/valley-line-southeast
ok,exact_fund_match,El Paso Electric Company,United States,Active,owners[],0,J.P. Morgan Asset Management,Active,Infrastructure Investments Fund (IIF),2020,Infrastructure Investments Fund (IIF),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.epelectric.com/news/el-paso-electric-announces-closing-of-acquisition-by-the-infrastructure-investments-fund; https://www.epelectric.com/; https://www.epelectric.com/company/about-epe
ok,exact_fund_match,"Elizabeth River Crossings OpCo, LLC",United States,Active,owners[],0,Manulife,Active,Manulife Infrastructure Fund II,2020,Manulife Infrastructure Fund II,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.abertis.com/news/elizabeth-river-crossings-acquisition-marks-abertis/; https://www.mundys.com/en/press-release/abertis-completes-the-acquisition-of-elizabeth-river-crossings-in-the-united-states; https://driveerc.com/about/overview; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team
ok,exact_fund_match,Empire Access,United States,Active,owners[],0,Antin Infrastructure Partners,Active,Antin Mid Cap Fund I,2023,Antin Mid Cap Fund I,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.antin-ip.com/media/our-news/antin-to-invest-in-empire-access-and-north-penn-leading-fiber-to-the-home-broadband-providers-in-new-york-and-pennsylvania; https://www.businesswire.com/news/home/20230117005177/en/Antin-completes-acquisition-of-Empire-Access-and-North-Penn-leading-fiber-to-the-home-broadband-providers-in-New-York-and-Pennsylvania; https://www.empireaccess.com; https://www.empireaccess.com/about-us/
ok,exact_fund_match,Energy Storage,United States,Active,owners[],0,Copenhagen Infrastructure Partners,Active,Copenhagen Infrastructure IV (CI IV),2020,Copenhagen Infrastructure IV (CI IV),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.renewableenergyworld.com/energy-storage/pumped-storage/cip-acquires-393-mw-swan-lake-1200-mw-goldendale-pumped-storage-hydro-projects-in-u-s/; https://www.cip.com/about-cip/; https://www.cip.com/funds/flagship-funds/; https://www.cip.com/media/oljjxc22/cip-annual-report-2024.pdf
ok,exact_fund_match,ENFRA,United States,Active,owners[],0,CVC DIF,Active,DIF Infrastructure VI,2021,DIF Infrastructure VI,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.bernhardcapital.com/bernhard-capital-partners-completes-sale-of-bernhard-llc-to-dif-capital-partners/; https://enfrasolutions.com/dif-capital-partners-invests-in-sustainability-and-energy-solutions-with-acquisition-of-bernhard-llc; https://enfrasolutions.com/about; https://enfrasolutions.com/about/company-leadership
ok,exact_fund_match,Enstor Gas,United States,Active,owners[],0,J.P. Morgan Asset Management,Active,Infrastructure Investments Fund (IIF),2022,Infrastructure Investments Fund (IIF),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.enstorinc.com/news/iif-acquires-enstor-gas-arclight; https://www.enstorinc.com/; https://www.enstorinc.com/about; https://www.enstorinc.com/news/enstor-acquire-black-bear-transmission-basalt-infrastructure-partners
ok,exact_fund_match,Entropy Inc.,Canada,Active,owners[],0,Brookfield Asset Management,Active,Brookfield Global Transition Fund I (BGTF I),2022,Brookfield Global Transition Fund I (BGTF I),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://assets-global.website-files.com/64e61c8741db7617c22cc2eb/654ac17c04e81fef1340e4ba_2022.03.28-Entropy-Announcement.pdf; https://www.entropyinc.com/; https://www.entropyinc.com/investor-post/press-release-march-28-2022-300-million-investment-agreement-with-brookfield-renewable; https://bam.brookfield.com/press-releases/canada-growth-fund-announces-strategic-investment-entropy-inc-and-carbon-credit
ok,exact_fund_match,Etobicoke General Hospital (Phase 1 Patient Tower),Canada,Active,owners[],1,CVC DIF,Active,DIF Infrastructure IV,2016,DIF Infrastructure IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.axiuminfra.com/2016/05/13/may-13-2016-axium-infrastructure-achieves-financial-close-on-hospital-ppp-in-ontario/?lang=en; https://www.williamoslerhs.ca/en/about-us/etobicoke-general-hospital.aspx; https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-06-13-Press-Release-Etobicoke_May-2016_website-only_en.pdf; https://www.infrastructureontario.ca/en/what-we-do/projectssearch/etobicoke-general-hospital-phase-1-patient-tower-project/
ok,exact_fund_match,Etobicoke Healthcare Partnership,Canada,Active,owners[],0,CVC DIF,Active,DIF Infrastructure IV,2016,DIF Infrastructure IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.infrastructureontario.ca/en/news-and-media/news/etobicoke-general-hospital-redevelopment---phase-1/contract-awarded-for-etobicoke-general-hospital-redevelopment/; https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-06-13-Press-Release-Etobicoke_May-2016_website-only_en.pdf; https://www.walshgroup.com/news/2019/walshcanadacompletesnewpatienttoweratetobicokegeneralhospital.html; https://www.williamoslerhs.ca/en/visiting-us/etobicoke-general-hospital.aspx
ok,exact_fund_match,Excelsior U.S. Solar & Storage Portfolio,United States,Active,owners[],0,BlackRock,Active,Evergreen Infrastructure Fund,2024,Evergreen Infrastructure Fund,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://excelsiorcapital.com/news-insights/excelsior-energy-capital-sells-sub-portfolio-of-solar-and-solar-plus-storage-assets-to-blackrock/; https://www.naturalpower.com/us/news/news-post/natural-power-supports-blackrocks-portfolio-acquisition-from-excelsior-energy-capital; https://excelsiorcapital.com/
ok,exact_fund_match,Expedient,United States,Active,owners[],0,InfraBridge,Active,AMP Capital Global Infrastructure Fund II (GIF II),2019,AMP Capital Global Infrastructure Fund II (GIF II),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://expedient.com/about/media/expedient-announces-the-completion-of-previously-announced-acquisition-by-amp-capital/; https://www.infrabridge.com/our-portfolio; https://www.theasset.com/article/39539/amp-capital-global-infrastructure-fund-ii-closes-at-us-3-4-billion; https://expedient.com/
ok,exact_fund_match,ExteNet Systems,United States,Active,owners[],0,Manulife,Active,Manulife Infrastructure Fund II,2021,Manulife Infrastructure Fund II,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.businesswire.com/news/home/20201015005270/en/ExteNet-Systems-Announces-Strategic-Investment-from-John-Hancock-Life-Insurance-Company-U.S.A.; https://www.prnewswire.com/news-releases/chicago-region-extenet-systems-completes-recapitalization-300180129.html; https://www.prnewswire.com/news-releases/chicago-region-extenet-systems-completes-recapitalization-300180129.html; https://www.digitalbridge.com/portfolio/extenet-systems
ok,exact_fund_match,Fibernow,United States,Active,owners[],0,DigitalBridge,Active,DigitalBridge Fund III,2024,DigitalBridge Fund III,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.digitalbridge.com/portfolio/fibernow; https://www.paulweiss.com/insights/client-news/digitalbridge-backed-opticaltel-becomes-fibernow; https://www.fibernow.com/; https://fibernow.com/aboutus/
ok,exact_fund_match,Fighting Jays Solar,United States,Active,owners[],0,Copenhagen Infrastructure Partners,Active,Copenhagen Infrastructure IV (CI IV),2020,Copenhagen Infrastructure IV (CI IV),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://renewablesnow.com/news/cip-finalises-acquisition-of-350-mw-solar-project-in-texas-707841/; https://www.pensiondanmark.com/en/investments/strategy-for-private-markets/fighting-jays/; https://www.cip.com/media/wyanyzxq/cip_esg-report_2021_reduced-file-size.pdf; https://www.cip.com/media/ij0feeuk/cip-esg-report-2024-final-for-web-20250312.pdf
ok,exact_fund_match,"FirstDigital Telecom, LLC",United States,Active,owners[],0,Apollo Global Management,Active,Apollo Infrastructure Opportunities Fund II,2021,Apollo Infrastructure Opportunities Fund II,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.apollo.com/insights-news/pressreleases/2022/01/apollo-closes-second-dedicated-infrastructure-fund-with-more-than-2-5-billion-in-capital-commitments-130444186; https://ir.apollo.com/news-events/press-releases/detail/76/apollo-infrastructure-funds-invest-200-million-in; https://www.firstdigital.com/; https://www.firstdigital.com/about-firstdigital
ok,exact_fund_match,"FirstEnergy Transmission, LLC",United States,Active,owners[],1,Brookfield Asset Management,Active,Brookfield Super-Core Infrastructure Partners,2022,Brookfield Super-Core Infrastructure Partners,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.firstenergycorp.com/newsroom/news_articles/firstenergy-completes-minority-interest-sale-in-transmission-bus.html; https://www.firstenergycorp.com/newsroom/news_articles/fe-closes-on-fe-transmission-interest-sale.html; https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7B00A61E9C-0000-C856-9EC0-AB998D2CF015%7D&DocTitle=Redacted+Black+Volt+B+2024+LLC+and+Black+Beacon+B+2024+LLC+-+2026+Annual+Report+%28PUBLIC+VERSION%29; https://www.sec.gov/Archives/edgar/data/1031296/000103129624000018/fe-20240325x8k.htm
ok,exact_fund_match,Fort St. James Green Energy Project,Canada,Active,owners[],0,Fengate Asset Management,Active,Fengate Infrastructure Fund IV,2013,Fengate Infrastructure Fund IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.newswire.ca/news-releases/financing-closes-on-fort-st-james-green-energy-project-in-british-columbia-513239311.html; https://www.torys.com/work/no-date-folder/4bb2a7e7-9f38-4c66-af1d-0873a2d470c1; https://www.veolia.cn/en/dalkia-design-and-operate-one-canadas-largest-biomass-plants; https://www.biv.com/news/resources-agriculture/shuttered-fort-st-james-bioenergy-plant-restart-8265716
ok,exact_fund_match,Freeport Energy Center,United States,Active,owners[],0,Fengate Asset Management,Active,Fengate Infrastructure Fund IV,2020,Fengate Infrastructure Fund IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://fengate.com/news/fengate-acquires-freeport-energy-center-from-calpine; https://www.bakerbotts.com/news/2025/12/baker-botts-represents-fengate-asset-management-in-acquisition-of-440mw-texas-cogeneration-facility; https://fengate.com/news/fengate-and-ironclad-energy-announce-investment-partnership; https://www.power-technology.com/data-insights/power-plant-profile-freeport-energy-center-us/
ok,exact_fund_match,Freeport LNG,United States,Active,owners[],0,IFM Investors,Active,IFM Global Infrastructure Fund (GIF),2014,IFM Global Infrastructure Fund (GIF),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://www.ifminvestors.com/news-and-insights/media-centre/freeport-lng-and-ifm-investors-sign-%241.3b-equity-agreement; https://www.ifminvestors.com/capabilities/infrastructure/our-portfolio/freeport-lng/; https://www.prnewswire.com/news-releases/freeport-lng-closes-financing-and-commences-construction-of-initial-two-natural-gas-liquefaction-trains-300001132.html; https://freeportlng.com/
ok,exact_fund_match,Freeport Power Limited,United States,Active,owners[],1,Fengate Asset Management,Active,Fengate Infrastructure Fund IV,2024,Fengate Infrastructure Fund IV,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://fengate.com/news/fengate-acquires-significant-stake-in-440-megawatt-texas-cogeneration-asset; https://www.globenewswire.com/news-release/2025/12/15/3205265/0/en/Fengate-acquires-remaining-stake-in-440-megawatt-Texas-cogeneration-asset.html; https://fengate.com/article/fengate-acquires-remaining-stake-440-megawatt-texas-cogeneration-asset; https://www.bakerbotts.com/news/2025/12/baker-botts-represents-fengate-asset-management-in-acquisition-of-440mw-texas-cogeneration-facility
ok,exact_fund_match,GCT Global Container Terminals,Canada,Active,owners[],1,IFM Investors,Active,IFM Global Infrastructure Fund (GIF),2018,IFM Global Infrastructure Fund (GIF),,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://globalterminals.com/ifm-investors-bci-join-ontario-teachers-equity-partners-gct-global-container-terminals-inc/; https://www.otpp.com/en-ca/investments/our-advantage/our-performance-and-track-record/major-investments/; https://globalterminals.com/about/about-us/; https://globalterminals.com/about/leadership/
ok,exact_fund_match,GCT Global Container Terminals,Canada,Active,owners[],2,BCI,Active,Infrastructure & Renewable Resources,2018,Infrastructure & Renewable Resources,,1.000,No action.,ownershipVehicle exactly matches a fundName in prisma/seed-data/funds.ts.,https://globalterminals.com/ifm-investors-bci-join-ontario-teachers-equity-partners-gct-global-container-terminals-inc/; https://www.otpp.com/en-ca/investments/our-advantage/our-performance-and-track-record/major-investments/; https://globalterminals.com/about/about-us/; https://globalterminals.com/about/leadership/
